pt_name,pt_code,soc_name,soc_code
product supply issue,10077801.0,Product issues,10077536.0
product temperature excursion issue,10083571.0,Product issues,10077536.0
product use complaint,10079400.0,"Injury, poisoning and procedural complications",10022117.0
product use in unapproved indication,10076476.0,"Injury, poisoning and procedural complications",10022117.0
product use issue,10076309.0,"Injury, poisoning and procedural complications",10022117.0
productive cough,10036790.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
progesterone receptor assay negative,10054058.0,Investigations,10022891.0
prostatomegaly,10051482.0,Reproductive system and breast disorders,10038604.0
protein deficiency,10072956.0,Metabolism and nutrition disorders,10027433.0
protein total abnormal,10037012.0,Investigations,10022891.0
protein total decreased,10037014.0,Investigations,10022891.0
protein total increased,10037016.0,Investigations,10022891.0
protein urine present,10053123.0,Investigations,10022891.0
proteinuria,10037032.0,Renal and urinary disorders,10038359.0
prothrombin level increased,10037051.0,Investigations,10022891.0
prothrombin time prolonged,10037063.0,Investigations,10022891.0
pruritus,10037087.0,Skin and subcutaneous tissue disorders,10040785.0
,,,
pruritus genital,10037093.0,Reproductive system and breast disorders,10038604.0
pseudocirrhosis,10076501.0,Hepatobiliary disorders,10019805.0
pseudomonas infection,10061471.0,Infections and infestations,10021881.0
psoriasis,10037153.0,Skin and subcutaneous tissue disorders,10040785.0
psychiatric decompensation,10067398.0,Psychiatric disorders,10037175.0
psychiatric symptom,10061472.0,Psychiatric disorders,10037175.0
psychological factor affecting medical condition,10037207.0,Psychiatric disorders,10037175.0
psychomotor disadaptation syndrome,10080662.0,Nervous system disorders,10029205.0
psychomotor hyperactivity,10037211.0,Nervous system disorders,10029205.0
psychotic disorder,10061920.0,Psychiatric disorders,10037175.0
pterygium,10037263.0,Eye disorders,10015919.0
pubic pain,10049747.0,Musculoskeletal and connective tissue disorders,10028395.0
pulmonary arterial hypertension,10064911.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
pulmonary arterial pressure increased,10037324.0,Investigations,10022891.0
pulmonary artery thrombosis,10037340.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
pulmonary calcification,10051200.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
pulmonary congestion,10037368.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
pulmonary embolism,10037377.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
pulmonary fibrosis,10037383.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
pulmonary fistula,10065873.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
pulmonary function test decreased,10061922.0,Investigations,10022891.0
pulmonary haemorrhage,10037394.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
pulmonary hilar enlargement,10065291.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
pulmonary hypertension,10037400.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
pulmonary infarction,10037410.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
pulmonary mass,10056342.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
pulmonary oedema,10037423.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
pulmonary pain,10074693.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
pulmonary sepsis,10051739.0,Infections and infestations,10021881.0
,,,
pulmonary thrombosis,10037437.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
pulmonary toxicity,10061924.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
pulmonary tuberculosis,10037440.0,Infections and infestations,10021881.0
pulmonary valve incompetence,10037448.0,Cardiac disorders,10007541.0
pulmonary valve stenosis,10037450.0,Cardiac disorders,10007541.0
pulpitis dental,10037464.0,Infections and infestations,10021881.0
pulse abnormal,10037466.0,Investigations,10022891.0
punctate keratitis,10037508.0,Eye disorders,10015919.0
puncture site injury,10083595.0,General disorders and administration site conditions,10018065.0
puncture site pain,10065599.0,General disorders and administration site conditions,10018065.0
puncture site reaction,10053996.0,General disorders and administration site conditions,10018065.0
pupils unequal,10037538.0,Eye disorders,10015919.0
purpura,10037549.0,Skin and subcutaneous tissue disorders,10040785.0
purulent discharge,10037569.0,Infections and infestations,10021881.0
pustular psoriasis,10037575.0,Skin and subcutaneous tissue disorders,10040785.0
pustule,10037578.0,Infections and infestations,10021881.0
pyelitis,10037584.0,Infections and infestations,10021881.0
pyelonephritis,10037596.0,Infections and infestations,10021881.0
pyloric stenosis,10037621.0,"Congenital, familial and genetic disorders",10010331.0
pyoderma gangrenosum,10037635.0,Skin and subcutaneous tissue disorders,10040785.0
pyonephrosis,10037653.0,Infections and infestations,10021881.0
pyrexia,10037660.0,General disorders and administration site conditions,10018065.0
pyuria,10037686.0,Infections and infestations,10021881.0
qrs axis abnormal,10057624.0,Investigations,10022891.0
quadriplegia,10037714.0,Nervous system disorders,10029205.0
quality of life decreased,10067620.0,Investigations,10022891.0
radiation injury,10037760.0,"Injury, poisoning and procedural complications",10022117.0
radiation myelopathy,10037764.0,"Injury, poisoning and procedural complications",10022117.0
radiation oesophagitis,10048899.0,"Injury, poisoning and procedural complications",10022117.0
radiation pneumonitis,10037765.0,"Injury, poisoning and procedural complications",10022117.0
radiation skin injury,10063562.0,"Injury, poisoning and procedural complications",10022117.0
radicular pain,10059604.0,Nervous system disorders,10029205.0
radiculopathy,10037779.0,Nervous system disorders,10029205.0
radioisotope scan abnormal,10061929.0,Investigations,10022891.0
radius fracture,10037802.0,"Injury, poisoning and procedural complications",10022117.0
rales,10037833.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
rash,10037844.0,Skin and subcutaneous tissue disorders,10040785.0
rash erythematous,10037855.0,Skin and subcutaneous tissue disorders,10040785.0
,,,
rash macular,10037867.0,Skin and subcutaneous tissue disorders,10040785.0
rash maculo-papular,10037868.0,Skin and subcutaneous tissue disorders,10040785.0
rash papular,10037876.0,Skin and subcutaneous tissue disorders,10040785.0
rash pruritic,10037884.0,Skin and subcutaneous tissue disorders,10040785.0
rash pustular,10037888.0,Infections and infestations,10021881.0
rash vesicular,10037898.0,Skin and subcutaneous tissue disorders,10040785.0
raynaud's phenomenon,10037912.0,Vascular disorders,10047065.0
reaction to excipient,10079925.0,Immune system disorders,10021428.0
reactive gastropathy,10075425.0,"Injury, poisoning and procedural complications",10022117.0
reading disorder,10037999.0,Psychiatric disorders,10037175.0
rebound effect,10038001.0,General disorders and administration site conditions,10018065.0
rectal cancer,10038038.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
rectal fissure,10064993.0,Gastrointestinal disorders,10017947.0
rectal haemorrhage,10038063.0,Gastrointestinal disorders,10017947.0
rectal lesion,10054828.0,Gastrointestinal disorders,10017947.0
rectal obstruction,10065707.0,Gastrointestinal disorders,10017947.0
rectal prolapse,10038077.0,Gastrointestinal disorders,10017947.0
rectal stenosis,10038079.0,Gastrointestinal disorders,10017947.0
rectal tenesmus,10057071.0,Gastrointestinal disorders,10017947.0
rectal ulcer,10038080.0,Gastrointestinal disorders,10017947.0
rectocele,10038084.0,Reproductive system and breast disorders,10038604.0
recurrent cancer,10038111.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
red blood cell abnormality,10061548.0,Blood and lymphatic system disorders,10005329.0
red blood cell count abnormal,10038151.0,Investigations,10022891.0
red blood cell count decreased,10038153.0,Investigations,10022891.0
red blood cell count increased,10038155.0,Investigations,10022891.0
red blood cell elliptocytes present,10062055.0,Investigations,10022891.0
red blood cell macrocytes present,10038162.0,Investigations,10022891.0
red blood cell morphology abnormal,10062100.0,Investigations,10022891.0
red blood cell poikilocytes present,10059947.0,Investigations,10022891.0
red blood cell rouleaux formation present,10038168.0,Investigations,10022891.0
red blood cell sedimentation rate abnormal,10049186.0,Investigations,10022891.0
red blood cell sedimentation rate decreased,10049188.0,Investigations,10022891.0
red blood cell sedimentation rate increased,10049187.0,Investigations,10022891.0
red blood cell target cells present,10038171.0,Investigations,10022891.0
red blood cells urine positive,10038182.0,Investigations,10022891.0
red cell distribution width abnormal,10053923.0,Investigations,10022891.0
red cell distribution width decreased,10053921.0,Investigations,10022891.0
red cell distribution width increased,10053920.0,Investigations,10022891.0
reexpansion pulmonary oedema,10064715.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
reflux gastritis,10057969.0,Gastrointestinal disorders,10017947.0
refractory cancer,10070308.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
refusal of treatment by patient,10056407.0,Social circumstances,10041244.0
regurgitation,10067171.0,Gastrointestinal disorders,10017947.0
remission not achieved,10076313.0,General disorders and administration site conditions,10018065.0
renal atrophy,10038381.0,Renal and urinary disorders,10038359.0
renal cancer,10038389.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
renal cancer stage iv,10038394.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
renal colic,10038419.0,Renal and urinary disorders,10038359.0
renal cyst,10038423.0,Renal and urinary disorders,10038359.0
renal disorder,10038428.0,Renal and urinary disorders,10038359.0
renal failure,10038435.0,Renal and urinary disorders,10038359.0
renal function test abnormal,10061480.0,Investigations,10022891.0
renal haematoma,10038459.0,Renal and urinary disorders,10038359.0
renal impairment,10062237.0,Renal and urinary disorders,10038359.0
renal injury,10061481.0,Renal and urinary disorders,10038359.0
renal mass,10062104.0,Renal and urinary disorders,10038359.0
renal neoplasm,10061482.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
renal pain,10038490.0,Renal and urinary disorders,10038359.0
renal tubular acidosis,10038535.0,Renal and urinary disorders,10038359.0
renal tubular necrosis,10038540.0,Renal and urinary disorders,10038359.0
renal vascular thrombosis,10072226.0,Renal and urinary disorders,10038359.0
renal vein thrombosis,10038548.0,Renal and urinary disorders,10038359.0
resorption bone increased,10038642.0,Musculoskeletal and connective tissue disorders,10028395.0
respiration abnormal,10038647.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
respiratory acidosis,10038661.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
respiratory arrest,10038669.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
respiratory disorder,10038683.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
respiratory distress,10038687.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
respiratory failure,10038695.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
respiratory rate decreased,10038710.0,Investigations,10022891.0
respiratory rate increased,10038712.0,Investigations,10022891.0
respiratory symptom,10075535.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
respiratory syncytial virus infection,10061603.0,Infections and infestations,10021881.0
respiratory tract congestion,10052251.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
respiratory tract haemorrhage,10038727.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
respiratory tract infection,10062352.0,Infections and infestations,10021881.0
respiratory tract infection bacterial,10060693.0,Infections and infestations,10021881.0
respiratory tract infection viral,10062106.0,Infections and infestations,10021881.0
restless legs syndrome,10058920.0,Nervous system disorders,10029205.0
restlessness,10038743.0,Psychiatric disorders,10037175.0
restrictive pulmonary disease,10048667.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
retching,10038776.0,Gastrointestinal disorders,10017947.0
reticulocyte count increased,10038792.0,Investigations,10022891.0
retinal artery occlusion,10038827.0,Eye disorders,10015919.0
retinal detachment,10038848.0,Eye disorders,10015919.0
retinal disorder,10038853.0,Eye disorders,10015919.0
retinal haemorrhage,10038867.0,Eye disorders,10015919.0
retinal infiltrates,10064833.0,Eye disorders,10015919.0
retinal injury,10057430.0,"Injury, poisoning and procedural complications",10022117.0
retracted nipple,10038944.0,Reproductive system and breast disorders,10038604.0
retroperitoneal abscess,10038975.0,Infections and infestations,10021881.0
retroperitoneal cancer,10038977.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
retroperitoneal haematoma,10058360.0,Gastrointestinal disorders,10017947.0
retroperitoneal haemorrhage,10038980.0,Gastrointestinal disorders,10017947.0
rhabdomyolysis,10039020.0,Musculoskeletal and connective tissue disorders,10028395.0
rheumatic disorder,10072736.0,Musculoskeletal and connective tissue disorders,10028395.0
rheumatoid arthritis,10039073.0,Musculoskeletal and connective tissue disorders,10028395.0
rhinalgia,10051496.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
rhinitis,10039083.0,Infections and infestations,10021881.0
rhinitis allergic,10039085.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
rhinorrhoea,10039101.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
rhinovirus infection,10061494.0,Infections and infestations,10021881.0
rhonchi,10039109.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
rib deformity,10059011.0,Musculoskeletal and connective tissue disorders,10028395.0
rib fracture,10039117.0,"Injury, poisoning and procedural complications",10022117.0
right atrial dilatation,10067282.0,Cardiac disorders,10007541.0
right atrial enlargement,10058227.0,Cardiac disorders,10007541.0
right ventricular hypertrophy,10050326.0,Cardiac disorders,10007541.0
road traffic accident,10039203.0,"Injury, poisoning and procedural complications",10022117.0
rosacea,10039218.0,Skin and subcutaneous tissue disorders,10040785.0
rotator cuff syndrome,10039227.0,Musculoskeletal and connective tissue disorders,10028395.0
rotavirus infection,10067470.0,Infections and infestations,10021881.0
rouleaux formation,10039238.0,Blood and lymphatic system disorders,10005329.0
rubber sensitivity,10039251.0,Immune system disorders,10021428.0
,,,
saliva altered,10039379.0,Gastrointestinal disorders,10017947.0
salivary gland disorder,10061935.0,Gastrointestinal disorders,10017947.0
salivary hypersecretion,10039424.0,Gastrointestinal disorders,10017947.0
salmonella bacteraemia,10058924.0,Infections and infestations,10021881.0
salmonellosis,10039447.0,Infections and infestations,10021881.0
salpingo-oophoritis,10049677.0,Infections and infestations,10021881.0
sarcoma,10039491.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
sarcomatoid carcinoma,10080324.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
sarcopenia,10063024.0,Musculoskeletal and connective tissue disorders,10028395.0
sars-cov-2 antibody test positive,10084491.0,Investigations,10022891.0
sars-cov-2 test,10084354.0,Investigations,10022891.0
sars-cov-2 test positive,10084271.0,Investigations,10022891.0
scab,10039509.0,Skin and subcutaneous tissue disorders,10040785.0
scan abdomen abnormal,10061502.0,Investigations,10022891.0
scan abnormal,10061499.0,Investigations,10022891.0
scar,10039580.0,"Injury, poisoning and procedural complications",10022117.0
scar pain,10049002.0,Skin and subcutaneous tissue disorders,10040785.0
sciatic nerve injury,10039670.0,"Injury, poisoning and procedural complications",10022117.0
sciatic nerve neuropathy,10048950.0,Nervous system disorders,10029205.0
sciatica,10039674.0,Nervous system disorders,10029205.0
scleral deposits,10077825.0,Eye disorders,10015919.0
scleral discolouration,10039696.0,Eye disorders,10015919.0
sclerodactylia,10051262.0,Musculoskeletal and connective tissue disorders,10028395.0
scleroderma,10039710.0,Musculoskeletal and connective tissue disorders,10028395.0
scleroderma renal crisis,10062553.0,Renal and urinary disorders,10038359.0
scoliosis,10039722.0,Musculoskeletal and connective tissue disorders,10028395.0
scratch,10039737.0,"Injury, poisoning and procedural complications",10022117.0
screaming,10039740.0,General disorders and administration site conditions,10018065.0
scrotal ulcer,10039760.0,Reproductive system and breast disorders,10038604.0
seasonal allergy,10048908.0,Immune system disorders,10021428.0
seborrhoea,10039792.0,Skin and subcutaneous tissue disorders,10040785.0
second primary malignancy,10039801.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
secondary cerebellar degeneration,10074943.0,Nervous system disorders,10029205.0
secondary immunodeficiency,10054979.0,Immune system disorders,10021428.0
secretion discharge,10053459.0,General disorders and administration site conditions,10018065.0
sedation,10039897.0,Nervous system disorders,10029205.0
seizure,10039906.0,Nervous system disorders,10029205.0
self esteem decreased,10050280.0,Psychiatric disorders,10037175.0
senile dementia,10039966.0,Nervous system disorders,10029205.0
sensation of foreign body,10061549.0,General disorders and administration site conditions,10018065.0
sense of oppression,10040007.0,General disorders and administration site conditions,10018065.0
sensitisation,10070834.0,Immune system disorders,10021428.0
sensitive skin,10081765.0,Skin and subcutaneous tissue disorders,10040785.0
sensory disturbance,10040026.0,Nervous system disorders,10029205.0
sensory loss,10040030.0,Nervous system disorders,10029205.0
sepsis,10040047.0,Infections and infestations,10021881.0
septic rash,10062657.0,Infections and infestations,10021881.0
septic shock,10040070.0,Infections and infestations,10021881.0
seroma,10040102.0,"Injury, poisoning and procedural complications",10022117.0
serotonin syndrome,10040108.0,Nervous system disorders,10029205.0
serum ferritin increased,10040250.0,Investigations,10022891.0
,,,
sexual dysfunction,10040477.0,Reproductive system and breast disorders,10038604.0
shock,10040560.0,Vascular disorders,10047065.0
shock haemorrhagic,10049771.0,Vascular disorders,10047065.0
shoulder deformity,10062241.0,Musculoskeletal and connective tissue disorders,10028395.0
sialoadenitis,10040628.0,Infections and infestations,10021881.0
silent myocardial infarction,10049768.0,Cardiac disorders,10007541.0
sinoatrial block,10040736.0,Cardiac disorders,10007541.0
sinus arrhythmia,10040739.0,Cardiac disorders,10007541.0
sinus bradycardia,10040741.0,Cardiac disorders,10007541.0
sinus congestion,10040742.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
sinus disorder,10062244.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
sinus headache,10040744.0,Nervous system disorders,10029205.0
sinus node dysfunction,10075889.0,Cardiac disorders,10007541.0
sinus pain,10040747.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
sinus rhythm,10048815.0,Investigations,10022891.0
sinus tachycardia,10040752.0,Cardiac disorders,10007541.0
sinusitis,10040753.0,Infections and infestations,10021881.0
sitting disability,10081807.0,Social circumstances,10041244.0
sjogren's syndrome,10040767.0,Musculoskeletal and connective tissue disorders,10028395.0
skeletal injury,10061363.0,"Injury, poisoning and procedural complications",10022117.0
skin abrasion,10064990.0,"Injury, poisoning and procedural complications",10022117.0
skin atrophy,10040799.0,Skin and subcutaneous tissue disorders,10040785.0
skin burning sensation,10054786.0,Skin and subcutaneous tissue disorders,10040785.0
skin cancer,10040808.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
skin depigmentation,10040825.0,Skin and subcutaneous tissue disorders,10040785.0
skin discolouration,10040829.0,Skin and subcutaneous tissue disorders,10040785.0
skin discomfort,10040830.0,Skin and subcutaneous tissue disorders,10040785.0
skin disorder,10040831.0,Skin and subcutaneous tissue disorders,10040785.0
skin erosion,10040840.0,Skin and subcutaneous tissue disorders,10040785.0
skin exfoliation,10040844.0,Skin and subcutaneous tissue disorders,10040785.0
skin fissures,10040849.0,Skin and subcutaneous tissue disorders,10040785.0
skin fragility,10040851.0,Skin and subcutaneous tissue disorders,10040785.0
skin haemorrhage,10064265.0,Skin and subcutaneous tissue disorders,10040785.0
skin hyperpigmentation,10040865.0,Skin and subcutaneous tissue disorders,10040785.0
skin hypertrophy,10040867.0,Skin and subcutaneous tissue disorders,10040785.0
skin hypopigmentation,10040868.0,Skin and subcutaneous tissue disorders,10040785.0
skin induration,10051837.0,Skin and subcutaneous tissue disorders,10040785.0
skin infection,10040872.0,Infections and infestations,10021881.0
skin injury,10061364.0,"Injury, poisoning and procedural complications",10022117.0
skin irritation,10040880.0,Skin and subcutaneous tissue disorders,10040785.0
skin laceration,10058818.0,"Injury, poisoning and procedural complications",10022117.0
skin lesion,10040882.0,Skin and subcutaneous tissue disorders,10040785.0
skin lesion inflammation,10081154.0,Skin and subcutaneous tissue disorders,10040785.0
skin mass,10067868.0,Skin and subcutaneous tissue disorders,10040785.0
skin necrosis,10040893.0,Skin and subcutaneous tissue disorders,10040785.0
skin odour abnormal,10040904.0,Skin and subcutaneous tissue disorders,10040785.0
skin oedema,10058679.0,Skin and subcutaneous tissue disorders,10040785.0
skin papilloma,10040907.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
skin plaque,10067723.0,Skin and subcutaneous tissue disorders,10040785.0
skin reaction,10040914.0,Skin and subcutaneous tissue disorders,10040785.0
skin sensitisation,10070835.0,Skin and subcutaneous tissue disorders,10040785.0
skin striae,10040925.0,Skin and subcutaneous tissue disorders,10040785.0
skin swelling,10053262.0,Skin and subcutaneous tissue disorders,10040785.0
skin texture abnormal,10075267.0,Skin and subcutaneous tissue disorders,10040785.0
skin tightness,10050637.0,Skin and subcutaneous tissue disorders,10040785.0
skin toxicity,10059516.0,Skin and subcutaneous tissue disorders,10040785.0
skin ulcer,10040943.0,Skin and subcutaneous tissue disorders,10040785.0
skin warm,10040952.0,Skin and subcutaneous tissue disorders,10040785.0
skin weeping,10080560.0,Skin and subcutaneous tissue disorders,10040785.0
skin wound,10072170.0,"Injury, poisoning and procedural complications",10022117.0
skin wrinkling,10040954.0,Skin and subcutaneous tissue disorders,10040785.0
skull fracture,10061365.0,"Injury, poisoning and procedural complications",10022117.0
skull x-ray abnormal,10040965.0,Investigations,10022891.0
sleep apnoea syndrome,10040979.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
sleep deficit,10080881.0,Nervous system disorders,10029205.0
sleep disorder,10040984.0,Psychiatric disorders,10037175.0
sleep paralysis,10041002.0,Nervous system disorders,10029205.0
sluggishness,10041052.0,General disorders and administration site conditions,10018065.0
small intestinal haemorrhage,10052535.0,Gastrointestinal disorders,10017947.0
small intestinal obstruction,10041101.0,Gastrointestinal disorders,10017947.0
smooth muscle antibody positive,10041229.0,Investigations,10022891.0
sneezing,10041232.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
snoring,10041235.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
social anxiety disorder,10041242.0,Psychiatric disorders,10037175.0
social avoidant behaviour,10041243.0,Psychiatric disorders,10037175.0
soft tissue disorder,10061366.0,Musculoskeletal and connective tissue disorders,10028395.0
soft tissue infection,10062255.0,Infections and infestations,10021881.0
soft tissue injury,10041291.0,"Injury, poisoning and procedural complications",10022117.0
soft tissue necrosis,10065769.0,Musculoskeletal and connective tissue disorders,10028395.0
soft tissue neoplasm,10068771.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
soft tissue swelling,10076991.0,Musculoskeletal and connective tissue disorders,10028395.0
solar lentigo,10064127.0,Skin and subcutaneous tissue disorders,10040785.0
somatic symptom disorder,10078076.0,Psychiatric disorders,10037175.0
somnambulism,10041347.0,Psychiatric disorders,10037175.0
somnolence,10041349.0,Nervous system disorders,10029205.0
speech disorder,10041466.0,Nervous system disorders,10029205.0
spinal column injury,10069689.0,"Injury, poisoning and procedural complications",10022117.0
spinal compression fracture,10041541.0,"Injury, poisoning and procedural complications",10022117.0
spinal cord compression,10041549.0,Nervous system disorders,10029205.0
spinal cord disorder,10061367.0,Nervous system disorders,10029205.0
spinal cord herniation,10064832.0,Nervous system disorders,10029205.0
spinal cord injury,10041552.0,"Injury, poisoning and procedural complications",10022117.0
spinal cord injury sacral,10041557.0,"Injury, poisoning and procedural complications",10022117.0
spinal cord injury thoracic,10041558.0,"Injury, poisoning and procedural complications",10022117.0
spinal cord neoplasm,10062261.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
spinal deformity,10058907.0,Musculoskeletal and connective tissue disorders,10028395.0
spinal disorder,10061368.0,Musculoskeletal and connective tissue disorders,10028395.0
spinal flattening,10077756.0,Musculoskeletal and connective tissue disorders,10028395.0
spinal fracture,10041569.0,"Injury, poisoning and procedural complications",10022117.0
spinal fusion surgery,10050505.0,Surgical and medical procedures,10042613.0
spinal instability,10076339.0,Musculoskeletal and connective tissue disorders,10028395.0
spinal operation,10062262.0,Surgical and medical procedures,10042613.0
spinal osteoarthritis,10041591.0,Musculoskeletal and connective tissue disorders,10028395.0
spinal pain,10072005.0,Musculoskeletal and connective tissue disorders,10028395.0
spinal stenosis,10082214.0,Musculoskeletal and connective tissue disorders,10028395.0
spleen disorder,10041633.0,Blood and lymphatic system disorders,10005329.0
splenic cyst,10051169.0,Blood and lymphatic system disorders,10005329.0
splenic thrombosis,10074601.0,Blood and lymphatic system disorders,10005329.0
splenomegaly,10041660.0,Blood and lymphatic system disorders,10005329.0
spondylitis,10061371.0,Musculoskeletal and connective tissue disorders,10028395.0
spondylolisthesis,10063550.0,Musculoskeletal and connective tissue disorders,10028395.0
sputum abnormal,10060991.0,Investigations,10022891.0
sputum discoloured,10041807.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
sputum purulent,10050090.0,Infections and infestations,10021881.0
squamous cell carcinoma,10041823.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
squamous cell carcinoma of lung,10041826.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
squamous cell carcinoma of the tongue,10041865.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
staphylococcal bacteraemia,10051017.0,Infections and infestations,10021881.0
staphylococcal infection,10058080.0,Infections and infestations,10021881.0
staphylococcal sepsis,10056430.0,Infections and infestations,10021881.0
staphylococcus test positive,10070052.0,Investigations,10022891.0
starvation,10041954.0,Metabolism and nutrition disorders,10027433.0
stasis dermatitis,10041955.0,Skin and subcutaneous tissue disorders,10040785.0
status epilepticus,10041962.0,Nervous system disorders,10029205.0
steatohepatitis,10076331.0,Hepatobiliary disorders,10019805.0
steatorrhoea,10041969.0,Gastrointestinal disorders,10017947.0
stenosis,10076711.0,General disorders and administration site conditions,10018065.0
sternal fracture,10042015.0,"Injury, poisoning and procedural complications",10022117.0
stevens-johnson syndrome,10042033.0,Skin and subcutaneous tissue disorders,10040785.0
stoma site inflammation,10065669.0,"Injury, poisoning and procedural complications",10022117.0
stomach mass,10066792.0,Gastrointestinal disorders,10017947.0
stomach scan abnormal,10062145.0,Investigations,10022891.0
stomatitis,10042128.0,Gastrointestinal disorders,10017947.0
stomatitis necrotising,10042135.0,Gastrointestinal disorders,10017947.0
strabismus,10042159.0,Eye disorders,10015919.0
strangulated hernia,10042166.0,General disorders and administration site conditions,10018065.0
streptobacillus infection,10062118.0,Infections and infestations,10021881.0
streptococcal infection,10061372.0,Infections and infestations,10021881.0
streptococcal urinary tract infection,10070300.0,Infections and infestations,10021881.0
streptococcus test positive,10070055.0,Investigations,10022891.0
stress,10042209.0,Psychiatric disorders,10037175.0
stress cardiomyopathy,10066286.0,Cardiac disorders,10007541.0
stress ulcer,10042220.0,Gastrointestinal disorders,10017947.0
subacute cutaneous lupus erythematosus,10057903.0,Skin and subcutaneous tissue disorders,10040785.0
subarachnoid haemorrhage,10042316.0,Nervous system disorders,10029205.0
,,,
subcutaneous abscess,10042343.0,Infections and infestations,10021881.0
subcutaneous emphysema,10042344.0,Skin and subcutaneous tissue disorders,10040785.0
subdiaphragmatic abscess,10056349.0,Infections and infestations,10021881.0
subdural haematoma,10042361.0,"Injury, poisoning and procedural complications",10022117.0
subdural haemorrhage,10042364.0,"Injury, poisoning and procedural complications",10022117.0
subdural hygroma,10048626.0,Nervous system disorders,10029205.0
subendocardial ischaemia,10058145.0,Cardiac disorders,10007541.0
subileus,10050396.0,Gastrointestinal disorders,10017947.0
sudden cardiac death,10049418.0,General disorders and administration site conditions,10018065.0
sudden death,10042434.0,General disorders and administration site conditions,10018065.0
sudden hearing loss,10061373.0,Ear and labyrinth disorders,10013993.0
suffocation feeling,10042444.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
suicidal ideation,10042458.0,Psychiatric disorders,10037175.0
suicide attempt,10042464.0,Psychiatric disorders,10037175.0
sunburn,10042496.0,"Injury, poisoning and procedural complications",10022117.0
,,,
,,,
superinfection,10042566.0,Infections and infestations,10021881.0
superinfection bacterial,10066972.0,Infections and infestations,10021881.0
superior sagittal sinus thrombosis,10042567.0,Nervous system disorders,10029205.0
superior vena cava occlusion,10058988.0,Vascular disorders,10047065.0
supraventricular extrasystoles,10042602.0,Cardiac disorders,10007541.0
